55963.907589,162948.383929,656.645374
55980.424941,163004.545886,654.514088
55877.689371,163059.150396,654.212602
55879.978075,163062.430920,653.364054
55875.963265,163062.793274,653.571961
55873.674561,163059.512751,654.329171
55871.385857,163056.232228,654.993637
55869.097152,163052.951705,655.556131
55866.808448,163049.671182,655.973706
55864.519743,163046.390659,656.396431
55862.231039,163043.110136,656.866523
55859.942334,163039.829613,657.306076
55842.876612,163033.265363,655.114569
55841.653630,163036.549090,657.786735
55855.364925,163033.268566,658.264333
55853.076221,163029.988043,658.619694
55850.787516,163026.707520,658.909454
55848.498812,163023.426997,659.151912
55846.210107,163020.146474,659.347257
55843.921403,163016.865951,659.454395
55841.632698,163013.585428,659.498731
55839.343994,163010.304905,659.457168
55837.055289,163039.024382,659.419991
55975.847532,163029.984839,655.646743
55970.766585,163035.743859,649.315908
55968.477880,163032.463335,649.256230
55830.189176,163029.182812,649.255623
55827.900472,163025.902289,659.547206
55825.611767,163022.621766,659.943792
55823.323063,163019.341243,660.410148
55821.034358,163016.060720,660.911738
55818.745654,163012.780197,661.502328
55816.456949,163009.499674,662.124770
55814.168245,163038.219151,662.809652
56719.059922,163026.704316,656.219230
55811.879540,163034.938627,663.459759
55809.590836,163031.658104,663.984589
55807.302131,163028.377581,664.346001
55803.287321,163028.739936,664.430494
55805.576026,163032.020459,664.064988
55807.864730,163035.300982,663.588074
55847.279297,163038.581505,662.970792
55844.442139,163009.862029,662.253825
55846.730844,163013.142552,671.859579
55557.004332,163016.423075,661.016102
55971.270123,163023.423793,661.115050
55971.308253,163019.703598,661.121350
55821.596957,163022.984121,660.041969
55823.885662,163026.264644,665.342503
55852.637713,163029.545167,670.549290
55852.463071,163032.825690,659.054931
55854.751775,163036.106213,662.137368
55562.362748,163039.386736,662.144939
55835.329184,163010.667260,662.188460
55837.617888,163013.947783,646.714374
55839.906593,163017.228306,646.648427
55547.243231,163020.143270,657.248414
55857.996129,163020.508829,657.234097
55860.484002,163023.789352,643.834877
55862.772706,163027.069875,658.788576
55567.721164,163030.350398,658.536120
